system:index,latitude,longitude,offset,slope,.geo
2_0,67.60671420942892,-51.20015335485522,0.45964933014243564,0.009181924051985113,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0,78.79963281802975,-69.81243755805599,0.0805343516997256,0.0020679292095028604,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0,79.51037987082512,-61.52826383943418,-0.005537257920656829,0.0024462303804435323,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0,59.84733627978973,-44.05728920470725,-0.032495877939267365,0.0018952886178580006,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0,78.85901145831005,-68.5415010940837,0.23500460367663767,0.0047310411656499695,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0,71.99983527488703,-55.560755407028196,0.3195733722568753,0.008335213479228418,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0,60.639021539684265,-43.32246730229748,-0.02484159761884977,0.0010236509594749475,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0,76.4092158469877,-62.328393262999434,-0.010257172303160027,0.0013008988657821894,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_0,63.528632314111526,-50.08678139171748,0.01592756199307856,0.004125461325416446,"{""type"":""MultiPoint"",""coordinates"":[]}"
43_0,61.85794554870604,-49.442240175361725,-0.22487307657914288,0.031324781235722514,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_0,80.38785424035306,-60.36907779680635,0.07397767575094708,0.0010137590568474657,"{""type"":""MultiPoint"",""coordinates"":[]}"
51_0,60.39584759227311,-44.46745996343623,0.03335635404681045,0.006838207433480949,"{""type"":""MultiPoint"",""coordinates"":[]}"
53_0,68.31108322370704,-49.375225855166406,-0.011003294612112118,5.047084566438058E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
60_0,65.57095211255726,-51.590381514276736,0.17323846318269778,0.001219397041629377,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0,71.9184479101458,-51.463808890744296,-0.0013950502784728838,4.417216493107088E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
74_0,73.23645609500596,-54.81919613998753,-0.013315506420482633,0.0013344410886593852,"{""type"":""MultiPoint"",""coordinates"":[]}"
78_0,60.016039890147376,-44.74099696745062,0.4257870418683464,0.0012685109345417999,"{""type"":""MultiPoint"",""coordinates"":[]}"
80_0,60.878871720544176,-44.51192657000014,-0.018396913415821437,-8.081127136974717E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
88_0,65.22950247306343,-50.60636695205221,-0.02367253612057534,0.004247213823665926,"{""type"":""MultiPoint"",""coordinates"":[]}"
92_0,71.9244666225494,-51.99462339213052,-0.0017905448169515063,9.722273981436748E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
94_0,61.924780205844534,-48.379353531191505,0.09195485242509772,2.4517549503387027E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
97_0,61.78643965209013,-47.69268132801054,-0.011993717690923656,3.767718371430318E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
100_0,69.68209201033025,-53.40246310540264,-0.008254278393852427,2.08682246098354E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
102_0,66.29400608474506,-53.26870395959724,0.47376367924631224,0.006402498722122511,"{""type"":""MultiPoint"",""coordinates"":[]}"
112_0,72.26034670728168,-53.66953223937137,0.29662954868872743,0.008190425952585125,"{""type"":""MultiPoint"",""coordinates"":[]}"
140_0,60.811408242706804,-44.23677259847433,-0.010512144557351017,-2.3912258634787E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
142_0,63.40376648961892,-50.15325672274233,-0.015932852475319413,-7.938675617831009E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
146_0,73.64599803303605,-53.51924409233818,-0.0036044319421802574,0.0021790184846467425,"{""type"":""MultiPoint"",""coordinates"":[]}"
